StationCode,SampleDate,ProjectCode,EventCode,ProtocolCode,AgencyCode,SampleComments,LocationCode,GeometryShape,CollectionTime,CollectionMethodCode,SampleTypeCode,Replicate,CollectionDeviceName,CollectionDepth,UnitCollectionDepth,PositionWaterColumn,LabCollectionComments,LabBatch,AnalysisDate,MatrixName,MethodName,AnalyteName,FractionName,UnitName,LabReplicate,Result,ResQualCode,MDL,RL,QACode,ComplianceCode,DilutionFactor,ExpectedValue,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,SampleID,LabSampleID,LabResultComments,WeatherCondition,SampleStart,SampleEnd,"Above applicable WQBEL, receiving water limitation, action level, or aquatic toxicity threshold?","Applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results","Source of applicable WQBELs, receiving water limitations, action levels, or aquatic toxicity thresholds for all test results"
BC-020,06/Jul/2022,BC CIMP (NSWO),WQ,,,no flow observed,,,,Water_Grab,Grab,,None,,,,,,,Sample Water,,Nickel (Dissolved),,none,,No Sample,NS,,,NONE,QUAL,,,,,,,WPD-33211,N/A,,Dry,,,,,
BC-020,06/Jul/2022,BC CIMP (NSWO),WQ,,,no flow observed,,,,Water_Grab,Grab,,None,,,,,,,Sample Water,,Total Suspended Solids,,none,,No Sample,NS,,,NONE,QUAL,,,,,,,WPD-33211,N/A,,Dry,,,,,
BC-020,06/Jul/2022,BC CIMP (NSWO),WQ,,,no flow observed,,,,Water_Grab,Grab,,None,,,,,,,Sample Water,,Zinc,,none,,No Sample,NS,,,NONE,QUAL,,,,,,,WPD-33211,N/A,,Dry,,,,,
BC-020,06/Jul/2022,BC CIMP (NSWO),WQ,,,no flow observed,,,,Water_Grab,Grab,,None,,,,,,,Sample Water,,Zinc (Dissolved),,none,,No Sample,NS,,,NONE,QUAL,,,,,,,WPD-33211,N/A,,Dry,,,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,1055,19/Jul/2022 15:54,Sample Water,EPA 8081B,"4,4'-DDT",,ng/L,,<0.66,ND,0.66,1.2,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,11929,07/Jul/2022 09:24,Sample Water,EPA 350.1,Ammonia as N,,mg/L,,0.04DNQ,DNQ,0.01,0.1,VCO,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:41,Sample Water,EPA 200.8,Copper,,ug/L,,8.1,,0.1,0.5,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:16,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,6.89,,0.1,0.5,FDP,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,7987,06/Jul/2022 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,81000,,100,100,NONE,COM,,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,Yes,576 (MPN/100 mL),WQBEL
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5790,25/Jul/2022 14:03,Sample Water,SM 2340B,Hardness,,mg/L,,179,,,,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:41,Sample Water,EPA 200.8,Lead,,ug/L,,<0.4,ND,0.4,0.5,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:16,Sample Water,EPA 200.8,Lead (Dissolved),,ug/L,,<0.4,ND,0.4,0.5,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5768,19/Jul/2022 12:12,Sample Water,EPA 7470A,MERCURY,,ug/L,,0.021DNQ,DNQ,0.006,0.2,VCO,COM,,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:41,Sample Water,EPA 200.8,Nickel,,ug/L,,1.62,,0.63,1,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:16,Sample Water,EPA 200.8,Nickel (Dissolved),,ug/L,,1.53,,0.63,1,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,1055,19/Jul/2022 15:54,Sample Water,CALCULATED,Total DDTs,,ng/L,,0,,,,NONE,COM,,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,33686,07/Jul/2022 08:30,Sample Water,SM 2540D,Total Suspended Solids,,mg/L,,1.8DNQ,DNQ,1.4,2,NONE,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:41,Sample Water,EPA 200.8,Zinc,,ug/L,,17.8,,0.98,1,VCR,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC-032,06/Jul/2022,BC CIMP (NSWO),WQ,,,,,,11:15:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:16,Sample Water,EPA 200.8,Zinc (Dissolved),,ug/L,,13.3,,0.98,1,VCR,COM,1,,,,,,WPD-33212,9460710,,Dry,07/06/2022 11:15,07/06/2022 11:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:47,Sample Water,EPA 200.8,Copper,,ug/L,,4.24,,0.1,0.5,NONE,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:42,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,2.87,,0.1,0.5,FDP,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5766,18/Jul/2022 00:00,Sample Water,SM 2340B,Hardness,,mg/L,,411,,,,NONE,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:47,Sample Water,EPA 200.8,Lead,,ug/L,,0.46DNQ,DNQ,0.4,0.5,NONE,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:42,Sample Water,EPA 200.8,Lead (Dissolved),,ug/L,,<0.4,ND,0.4,0.5,NONE,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5768,19/Jul/2022 11:47,Sample Water,EPA 7470A,MERCURY,,ug/L,,0.103DNQ,DNQ,0.006,0.2,VCO,COM,,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,33686,07/Jul/2022 08:30,Sample Water,SM 2540D,Total Suspended Solids,,mg/L,,7.2,,1.4,2,NONE,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:47,Sample Water,EPA 200.8,Zinc,,ug/L,,9.11,,0.98,1,NONE,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_01_NAT,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:15:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:42,Sample Water,EPA 200.8,Zinc (Dissolved),,ug/L,,5.94,,0.98,1,VCO,COM,1,,,,,,WPD-33213,9460701,,Dry,07/06/2022 09:15,07/06/2022 09:15,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,1055,19/Jul/2022 15:07,Sample Water,EPA 8081B,"4,4'-DDT",,ng/L,,<0.66,ND,0.66,1.3,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,11929,07/Jul/2022 09:24,Sample Water,EPA 350.1,Ammonia as N,,mg/L,,0.04DNQ,DNQ,0.01,0.1,VCO,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:01,Sample Water,EPA 200.8,Copper,,ug/L,,12.2,,0.1,0.5,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 10:56,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,2.93,,0.1,0.5,FDP,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,7987,06/Jul/2022 13:30,Sample Water,SM9223B,E. coli,,MPN/100 mL,,1400,,100,100,NONE,COM,,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,Yes,576 (MPN/100 mL),TMDL Target (2012) SSM
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5790,25/Jul/2022 12:34,Sample Water,SM 2340B,Hardness,,mg/L,,275,,,,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:01,Sample Water,EPA 200.8,Lead,,ug/L,,2.03,,0.4,0.5,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 10:56,Sample Water,EPA 200.8,Lead (Dissolved),,ug/L,,<0.4,ND,0.4,0.5,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5768,19/Jul/2022 11:49,Sample Water,EPA 7470A,MERCURY,,ug/L,,0.026DNQ,DNQ,0.006,0.2,VCO,COM,,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:01,Sample Water,EPA 200.8,Selenium,,ug/L,,1.51,,0.53,1,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,1055,19/Jul/2022 15:07,Sample Water,CALCULATED,Total DDTs,,ng/L,,0,,,,NONE,COM,,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,33686,07/Jul/2022 08:30,Sample Water,SM 2540D,Total Suspended Solids,,mg/L,,79.2,,1.4,2,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:01,Sample Water,EPA 200.8,Zinc,,ug/L,,29.9,,0.98,1,NONE,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
BC_02_SAW,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:50:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 10:56,Sample Water,EPA 200.8,Zinc (Dissolved),,ug/L,,4.94,,0.98,1,VCO,COM,1,,,,,,WPD-33214,9460702,,Dry,07/06/2022 09:50,07/06/2022 09:50,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,11929,07/Jul/2022 09:24,Sample Water,EPA 350.1,Ammonia as N,,mg/L,,0.04DNQ,DNQ,0.01,0.1,VCO,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:57,Sample Water,EPA 200.8,Copper,,ug/L,,5.74,,0.1,0.5,NONE,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:52,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,5.18,,0.1,0.5,FDP,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5766,18/Jul/2022 00:00,Sample Water,SM 2340B,Hardness,,mg/L,,403,,,,NONE,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:57,Sample Water,EPA 200.8,Lead,,ug/L,,<0.4,ND,0.4,0.5,NONE,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:52,Sample Water,EPA 200.8,Lead (Dissolved),,ug/L,,<0.4,ND,0.4,0.5,NONE,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:57,Sample Water,EPA 200.8,Selenium,,ug/L,,1.6,,0.53,1,NONE,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,33686,07/Jul/2022 08:30,Sample Water,SM 2540D,Total Suspended Solids,,mg/L,,6,,1.4,2,NONE,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:57,Sample Water,EPA 200.8,Zinc,,ug/L,,10.6,,0.98,1,VCR,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
SC_CUL,06/Jul/2022,BC CIMP (RW),WQ,,,,,,09:45:00,Water_Grab,Grab,,None,,,,,5757,13/Jul/2022 11:52,Sample Water,EPA 200.8,Zinc (Dissolved),,ug/L,,6.26,,0.98,1,VCO,COM,1,,,,,,WPD-33215,9460703,,Dry,07/06/2022 09:45,07/06/2022 09:45,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:11,Sample Water,EPA 200.8,Copper,,ug/L,,9.41,,0.1,0.5,NONE,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:06,Sample Water,EPA 200.8,Copper (Dissolved),,ug/L,,8.58,,0.1,0.5,FDP,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5790,25/Jul/2022 12:41,Sample Water,SM 2340B,Hardness,,mg/L,,210,,,,NONE,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:11,Sample Water,EPA 200.8,Lead,,ug/L,,0.58,,0.4,0.5,NONE,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:06,Sample Water,EPA 200.8,Lead (Dissolved),,ug/L,,<0.4,ND,0.4,0.5,NONE,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:11,Sample Water,EPA 200.8,Selenium,,ug/L,,0.74DNQ,DNQ,0.53,1,NONE,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,33686,07/Jul/2022 08:30,Sample Water,SM 2540D,Total Suspended Solids,,mg/L,,7.6,,1.4,2,NONE,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:11,Sample Water,EPA 200.8,Zinc,,ug/L,,11.3,,0.98,1,VCR,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
CC_CEN,06/Jul/2022,BC CIMP (RW),WQ,,,,,,10:05:00,Water_Grab,Grab,,None,,,,,5787,28/Jul/2022 11:06,Sample Water,EPA 200.8,Zinc (Dissolved),,ug/L,,9.49,,0.98,1,VCO,COM,1,,,,,,WPD-33216,9460704,,Dry,07/06/2022 10:05,07/06/2022 10:05,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,2819,02/Aug/2022 21:02,Sample Water,EPA 1640,Copper,,ug/L,,1.8,,0.0038,0.01,FDP,COM,1,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,2818,14/Jul/2022 12:50,Sample Water,EPA 1640-F,Copper (Dissolved),,ug/L,,1.5,,0.0038,0.01,"FDP, VCR",COM,1,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,2266,18/Jul/2022 19:16,Sample Water,EPA 625.1 PAH,"DIBENZO(A,H)ANTHRACENE",,ug/L,,<0.018,ND,0.018,0.1,VCO,COM,1,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,2266,18/Jul/2022 19:16,Sample Water,EPA 625.1 PAH,"Indeno(1,2,3-cd) pyrene",,ug/L,,<0.019,ND,0.019,0.05,VCO,COM,1,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,2819,04/Aug/2022 17:02,Sample Water,EPA 1640,Lead,,ug/L,,0.31,,0.0014,0.01,NONE,COM,1,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,2818,14/Jul/2022 12:50,Sample Water,EPA 1640-F,Lead (Dissolved),,ug/L,,0.11,,0.0014,0.01,NONE,COM,1,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,5768,19/Jul/2022 11:52,Sample Water,EPA 7470A,MERCURY,,ug/L,,0.070DNQ,DNQ,0.006,0.2,VCO,COM,,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
BCE_PAC,06/Jul/2022,BC CIMP (RW),WQ,,,Collect 2L for Metals (Sending out test),,,10:50:00,Water_Grab,Grab,,None,,,,,2819,02/Aug/2022 21:02,Sample Water,EPA 1640,Nickel,,ug/L,,0.74,,0.004,0.01,FDP,COM,1,,,,,,WPD-33217,9460705,,Dry,07/06/2022 10:50,07/06/2022 10:50,,,
